smiles,PUBCHEM_ACTIVITY_OUTCOME,broad_id
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(O)=O,0.9687291979789734,BRD-K78712176-001-13-3
"O=C1Nc2ccccc2C2=N[C@@H](CN3CCN(CC3)c3ccccc3)CN12 |&1:11,r,t:10|",0.9681037068367004,BRD-A04661934-001-03-9
CCCCCCc1ccc(O)cc1O,0.9670751094818116,BRD-K99946902-001-09-9
Oc1cccc(O)c1,0.9670408964157104,BRD-K74190368-001-08-9
COc1ccccc1N1CCN(CCCCN2C(=O)CCC2=O)CC1,0.9667256474494934,BRD-K50293352-300-03-9
OC(=O)\C=C\c1ccc(O)c(O)c1,0.966707706451416,BRD-K09900591-001-29-9
CN(C)CCc1ccc(O)cc1,0.965474009513855,BRD-K93631643-001-03-2
"C[C@H]1Oc2ccccc2C[C@@H]1N(C)C |&1:1,&2:10,r|",0.965120494365692,BRD-A20686268-001-01-4
CN1CCN2C(C1)c1ccccc1Cc1ccccc21,0.9641054272651672,BRD-A19661776-003-27-6
N[C@H]1CCN(C1)c1cccnc1 |&1:1|,0.9636832475662231,BRD-A29844814-300-01-5
"C[C@@H](CCc1ccc(O)cc1)NC[C@@H](O)c1ccc(O)cc1 |&1:1,&2:13,r|",0.963285744190216,BRD-K01825837-003-02-9
CCCN(CCC)[C@@H]1CCc2c(OC)cccc2[C@@H]1C,0.9631316661834716,BRD-K66715657-050-02-9
OC(=O)c1ccc2[nH]cc(CCCCN3CCC(=CC3)c3ccccc3)c2c1 |c:17|,0.9629036784172058,BRD-K82484965-003-04-3
C(CNC[C@H]1COc2ccccc2O1)COc1ccc2OCOc2c1,0.9628455638885498,BRD-K60371362-001-01-7
Cc1ccc(cc1C)N1CCN(CC[C@H]2NC(=O)c3ccccc23)CC1 |&1:14|,0.9625059366226196,BRD-A82013137-300-01-1
COc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1O,0.9607530832290648,BRD-K44408410-001-21-8
O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(CC1)c1ccccc1,0.9605374336242676,BRD-K96436774-001-01-8
CN1CCc2cc(Br)c(O)cc2[C@@H](C1)c1ccccc1 |&1:12|,0.9601895809173584,BRD-A52588987-004-09-0
O[C@@H](CN1CCN(CC1)c1cccc(Cl)c1)C(c1ccccc1)c1ccccc1 |&1:1|,0.9576603770256042,BRD-K01826777-003-08-9
COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1 |&1:15|,0.9560083150863647,BRD-A01493904-003-13-9
CC(C)(C)c1cc(O)c(cc1O)C(C)(C)C,0.9555506110191344,BRD-K95603879-001-08-9
Oc1ccccc1,0.9552884101867676,BRD-K76549667-001-04-6
O[C@@H](CCCN1CCN(CC1)c1ncc(F)cn1)c1ccc(F)cc1 |&1:1|,0.9547271728515624,BRD-A15435692-003-03-9
Oc1ccc(C[C@H]2NCCc3cc(O)c(O)cc23)cc1 |&1:6|,0.9540384411811828,BRD-A55204514-003-01-2
NCCc1c[nH]c2ccc(O)cc12,0.9539467692375184,BRD-K38580127-003-15-4
COc1cc(CN2CCN(CC2)c2ccc(F)cc2)cc(OC)c1OC,0.9538488984107972,BRD-K75052463-001-01-4
Cc1ccc(cc1C)N1CCN(Cc2nc3ccccc3[nH]2)CC1,0.9537447094917296,BRD-K00005339-001-01-9
CCCN1CCO[C@H]2[C@H]1CCc1ccc(O)cc21,0.9532027244567872,BRD-K00004670-001-01-9
COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,0.9524735808372498,BRD-K33211335-337-13-9
CCCN1CCO[C@H]2[C@H]1COc1ccc(O)cc21,0.9521094560623168,BRD-K62456038-003-08-9
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,0.9518502950668336,BRD-K34730807-001-16-8
NC(=O)c1cc2cc(ccc2o1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1,0.951594054698944,BRD-K58010567-003-02-2
CN1CC[C@H]2Nc3ccc(C)cc3[C@H]2C1,0.9507623910903932,BRD-K33839500-001-01-0
"O=C1NCN(c2ccccc2)C11CCN(C[C@H]2COc3ccccc3O2)CC1 |&1:16,r|",0.9506434202194214,BRD-A72483914-001-05-9
CN1Cc2ccccc2[C@H]2[C@H]1Cc1c[nH]c3cccc2c13,0.9493793845176696,BRD-K79353516-001-05-0
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0.9490307569503784,BRD-K73196317-003-15-5
OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c(O)c1\C=C\c1ccc(O)c(O)c1,0.948701798915863,BRD-K00005247-001-01-9
"CN1CCN2[C@@H](C1)c1ccccc1Cc1cccnc21 |&1:5,r|",0.9484610557556152,BRD-A64977602-001-16-7
Cc1[nH]c2ccc(O)cc2c1CCN,0.9478761553764344,BRD-K64137799-003-03-3
Fc1ccc(cc1)C(=O)C1CCN(CCCCc2ccccc2)CC1,0.9478631615638732,BRD-K47337578-034-03-3
CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,0.9463121891021729,BRD-K45435259-003-12-9
COc1ccccc1C1(O)CCN(CCCn2c3ccccc3c3ccccc23)CC1,0.9461950659751892,BRD-K85015012-003-03-7
NC(=O)NCCN1CCN(CC1)c1cccc(c1)C(F)(F)F,0.9452400207519532,BRD-K44091134-001-01-9
OP(O)(F)=O,0.9450116753578186,BRD-K99308954-304-03-2
O[C@@H](Cc1ccc(O)c(O)c1)C(O)=O |&1:1|,0.9448897242546082,BRD-A93699261-236-02-6
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(O)=O)CC[C@@]1(C)c1cccc(O)c1,0.9448225498199464,BRD-K07857022-002-02-9
Oc1cc2CCNC[C@@H](c3ccccc3)c2cc1O |&1:8|,0.944756269454956,BRD-K01826815-004-03-9
FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1 |t:11|,0.9443230032920836,BRD-K88358234-003-05-5
CN1C[C@@H](C=C2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O |c:4|,0.9440483450889589,BRD-K15380626-046-02-9
Cc1cccc(c1)C(=O)NCN1CCN(CC1)c1ccccc1C#N,0.942647099494934,BRD-K47761761-050-07-8
CC(C)(C)c1ccc(O)cc1,0.9418798685073853,BRD-K06338106-001-01-4
Cc1cccc2[C@@H](O)C[C@@H](CN3CCC(CC3)c3c(Cl)cccc3Cl)CCc12,0.9404505491256714,BRD-K08333979-003-01-3
CN1CCN2[C@H]3CCN(CCCC(=O)c4ccc(F)cc4)C[C@H]3c3cccc1c23,0.9402541518211364,BRD-K10031916-075-02-1
C(N1CCN(CC1)c1ncccn1)c1cnc([nH]1)-c1ccccc1,0.9399668574333192,BRD-K28639661-001-01-6
"CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1 |a:8,&1:10,&2:11|",0.9399361610412598,BRD-A89207210-001-01-6
C(N1CCN(CC1)c1nc2ccccc2s1)c1ccc2OCOc2c1,0.9390782713890076,BRD-K91868854-001-04-9
OC(=O)[C@H]1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1 |&1:3|,0.9343982338905334,BRD-K01826728-003-08-9
CN1CCN(CC1)c1cc(nc(N)n1)-c1ccccc1,0.9340890049934388,BRD-K90082312-001-02-9
COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,0.9316367506980896,BRD-K69195780-004-09-9
Oc1ccc(cc1O)C(=O)Nc1nc(c(s1)-c1ccccc1)-c1ccc(O)c(O)c1,0.9311290979385376,BRD-K00003307-001-01-9
C1CN(CCN1)c1cccc2OCCOc12,0.9299947023391724,BRD-K86171477-001-01-3
C[C@H](N)[C@H](O)c1cccc(O)c1,0.9296034574508668,BRD-K96253961-046-04-9
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(cc2)-c2ccc(cc2)C(C)=O)CC1,0.9294789433479308,BRD-K50891186-001-04-4
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c1cccc(O)c1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,0.9294629693031312,BRD-K95837862-300-03-9
Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1,0.9293471574783324,BRD-K08998509-001-03-2
Oc1cc2CCN[C@@H](Cc3cccc4ccccc34)c2cc1O |&1:7|,0.9282155632972716,BRD-A26458246-004-02-1
CCCCCCCC\C=C/CCCCCCCC(=O)NCCc1ccc(O)c(O)c1,0.9275913238525392,BRD-K95523387-001-10-9
Oc1ccc(cc1)[C@H]1CNCCc2c(Cl)c(O)c(O)cc12 |&1:7|,0.9274360537528992,BRD-K01826790-066-06-9
COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC,0.9267398118972778,BRD-K06208435-003-08-2
CNC[C@@H](O)c1ccc(O)cc1 |&1:3|,0.9266270399093628,BRD-K01825585-003-03-9
CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13,0.9261469841003418,BRD-K60770992-066-27-9
OC(=O)P(O)(O)=O,0.925925076007843,BRD-K85146014-314-06-2
"CCCCC[C@H]1C[C@H]1C[C@H]1C[C@H]1CCCCCCCC(O)=O |&1:11,&2:9,&3:7,&4:5,r|",0.9257657527923584,BRD-K00005344-001-01-9
FC(F)(F)c1cccc(c1)N1CCN(CCn2c3ccccc3[nH]c2=O)CC1,0.9254688620567322,BRD-K33637378-001-01-7
CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.9253383874893188,BRD-K65866076-001-03-9
OC(=O)CCCN1CCC[C@H]1COc1ccc(Oc2ccc(Cl)cc2)cc1,0.9234694242477416,BRD-K00003486-003-01-9
O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1,0.9220417737960817,BRD-K78096648-001-05-7
Clc1cccc(c1)N1CCN(CCCn2nc3ccccn3c2=O)CC1,0.9215059876441956,BRD-K70778732-003-27-5
NCC(O)c1ccc(O)cc1,0.9205071330070496,BRD-A14240607-003-26-1
OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c(O)c1,0.9196266531944276,BRD-K20313525-001-05-9
"C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1 |&1:1,12|",0.9187716245651244,BRD-K14003026-003-09-0
C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,0.9175300002098083,BRD-K48578705-001-17-6
CN1C[C@H]2CN(C[C@H]2C1)c1ccc(nn1)-c1ccccc1,0.9159129858016968,BRD-K79743788-001-01-2
C=CCN1CCN(CC1)c1nc2ccccc2nc1C#N,0.9157085418701172,BRD-K38370968-050-02-9
"C[C@]1(NCCc2cc(O)c(O)cc12)C(O)=O |&1:1,r|",0.914470911026001,BRD-A49952467-001-03-9
COc1cc2CCN(C)[C@@H](CCc3ccc(Cl)cc3)c2cc1O |&1:9|,0.912428617477417,BRD-A63546914-003-03-8
Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,0.9113468527793884,BRD-K91509126-001-26-9
[Bi].[Bi].OC(=O)C(O)=O.OC(=O)C(O)=O.OC(=O)C(O)=O,0.9102291464805604,BRD-M02179497-001-01-1
Cc1ccc2c(cccc2n1)N1CCN(CCc2cccc(c2)N2CCNC2=O)CC1,0.9095860123634338,BRD-K69669039-001-01-8
C[C@]12CC[C@H]3[C@@H](CCc4cc(OC5CCCC5)ccc34)[C@@H]1CC[C@@]2(O)C#C,0.9075400829315186,BRD-K63794707-001-20-9
CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,0.9067338109016418,BRD-K03083257-001-01-6
COc1ccccc1N1CCN(CCN2C(=O)c3ccccc3C(C)(C)C2=O)CC1,0.9063657522201538,BRD-K93188295-300-03-9
NNCCc1ccccc1,0.9053001403808594,BRD-K87024524-001-04-0
CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C |c:28|,0.9045174717903136,BRD-K14496212-066-03-0
CN1CCC2=C(C1)c1ccccc1Cc1ccccc21 |c:4|,0.9033764004707336,BRD-K36732695-001-02-9
Fc1ccc(cc1)-c1cncc(CN2CCN(CC2)c2cccc3OCCOc23)c1,0.9027334451675416,BRD-K34870043-001-01-8
CCN1CCN(CC1)c1cc(-c2ccc(F)cc2)c2CCCCCCc2n1,0.9017947912216188,BRD-K25943794-001-03-9
COc1ccccc1N1CCN(CCn2c(=O)[nH]c3c4ccccc4[nH]c3c2=O)CC1,0.9016099572181702,BRD-K62581435-001-04-9
CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,0.901586413383484,BRD-K70281171-050-08-9
COc1ccc(O)c(c1)C(C)(C)C,0.9011563062667848,BRD-K93035859-001-07-6
COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,0.9010273814201356,BRD-K90777969-300-03-9
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]2(O)C#C |t:8|,0.8999831676483154,BRD-K03981224-001-19-3
Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.8999606370925903,BRD-K70358946-001-17-3
N[C@H]1C[C@@H]1c1ccc(cc1)-c1cccc(O)c1,0.8998135328292847,BRD-K26349472-001-02-1
CN(C)Cc1c[nH]c2ccccc12,0.8993171453475952,BRD-K26005076-001-12-8
O[C@@H]1CCCC[C@H]1N1CCC(CC1)c1ccccc1,0.8973455429077148,BRD-K14765469-003-13-0
CN1C[C@@H](c2ccccc2)c2cccc(N)c2C1 |&1:3|,0.8971551656723022,BRD-A29644307-050-17-0
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0.8961420059204102,BRD-K86887724-001-12-2
CNCC(=O)c1ccc(O)c(O)c1,0.895838737487793,BRD-K82343404-003-06-9
CCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,0.8950341939926147,BRD-K48996094-001-01-3
O=C(N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2o1,0.8929756879806519,BRD-K99077012-001-01-9
C(\C=C\c1ccccc1)N1CCN(CC1)C(c1ccccc1)c1ccccc1,0.8924404978752136,BRD-K07220430-001-20-9
Cc1cccc(NC(=O)CN2CCC(CC2)c2ccccn2)c1,0.8905748128890991,BRD-K62066682-300-02-9
NS(=O)(=O)c1ccc(cc1)N1CCN(CC[C@@H]2OCCc3ccccc23)CC1,0.8880279660224915,BRD-K69857269-001-03-9
N[C@@H]1CCCN(C1)c1c(\C=C2/SC(=O)NC2=O)cccc1-c1ccccc1,0.8870254158973694,BRD-K21908111-001-03-9
CCCCc1ccc(O)cc1O,0.8865674138069153,BRD-K61036791-001-01-6
COc1ccc(O)cc1,0.8858389854431152,BRD-K45216060-001-10-0
Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,0.8858085870742798,BRD-K53153417-001-10-4
Cc1ccccc1N1CCN(CCc2nnc3CCCCn23)CC1,0.8831307291984558,BRD-K33133047-001-01-8
CN(C\C=C\c1ccccc1)Cc1cccc2ccccc12,0.8819989562034607,BRD-K74141488-003-11-2
CS(F)(=O)=O,0.8815929293632507,BRD-K53896891-001-01-2
"C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1 |&1:1,12,r|",0.8812727332115173,BRD-K00003668-004-01-9
C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34 |c:22|,0.8811690807342529,BRD-K17311468-050-01-7
"CCCCCCCCCC[C@@H](CO)CCCCCCCC |&1:10,r|",0.880561351776123,BRD-A51407134-001-02-7
OC(=O)c1cc(O)c(O)c(O)c1,0.8789704442024231,BRD-K77345217-001-05-0
Cc1c(noc1-c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1,0.8789646029472351,BRD-K13211965-003-03-9
"O[C@@H](CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1 |&1:1,r|",0.8787146210670471,BRD-A61392169-001-02-7
COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,0.8786545395851135,BRD-K18749874-003-09-9
CC1(CN)Cc2ccccc2C1,0.8783618807792664,BRD-K41434598-003-01-9
Fc1ccc(CCN2CCN(CC2)C(=O)c2cccc3c(c[nH]c23)C#N)cc1,0.877059817314148,BRD-K43837174-003-02-1
ONC(=O)c1ccc(O)c(O)c1,0.8762673139572144,BRD-K94146583-001-01-6
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0.8741669058799744,BRD-K08037784-001-13-9
Oc1cc2C(CNCCc2c(Cl)c1O)c1ccccc1,0.8739141225814819,BRD-A09828896-004-12-8
CCCCCCCCCCCCCCCCCCCCCC(O)=O,0.8727754354476929,BRD-K91495480-001-03-9
N[C@@H]([C@H](O)c1ccc(O)c(O)c1)C(O)=O,0.871651828289032,BRD-K20372197-001-04-9
C1CN(CCN1)c1ccc2ccccc2n1,0.8708203434944153,BRD-K77925998-050-14-3
O=C1N(CCCCN2CCN(CC2)c2ncccn2)S(=O)(=O)c2ccccc12,0.8680577278137207,BRD-K90574421-001-03-5
Oc1ccc(Cl)c2CCCc12,0.8676255345344543,BRD-K01653460-001-01-1
C(N1CCC2(CCc3ccccc23)CC1)c1ccccc1,0.8665684461593628,BRD-K83322645-050-02-9
CCCCCCCCCCCCCCCCCCCCCCO,0.8662863969802856,BRD-K50050533-001-05-9
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1[nH]c2ccccc2c1C[C@@]35O,0.8662319183349609,BRD-K34088084-003-06-9
CC[C@]1(CCCCN(C)C1)c1cccc(O)c1 |&1:2|,0.8658092021942139,BRD-A02710418-003-13-4
CC(C)(C)c1ccc(cc1)-c1nc2c(cccc2[nH]1)N1CCN(Cc2ccc3nccnc3c2)CC1,0.8642953634262085,BRD-K08657056-300-01-1
Cc1ccc(CC2(O)CCN(CCOc3ccc(O)cc3)CC2)cc1,0.8641747236251831,BRD-K55677650-003-03-7
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1oc2ccccc2c1C[C@@]35O,0.8631545305252075,BRD-K81275354-066-07-9
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,0.8621348142623901,BRD-K76953762-001-09-9
OC(=O)CN(CCN(CC(O)=O)Cc1ccccc1O)Cc1ccccc1O,0.8606184124946594,BRD-K00004555-001-01-9
Cc1ccc(cc1)C(=C/CN1CCCC1)\c1ccccn1,0.8541816473007202,BRD-K11742128-003-23-4
CN1CCN(CC1)c1ccc(Nc2ncc(C)c(Nc3cccc(c3)S(=O)(=O)NC(C)(C)C)n2)cc1,0.8519302010536194,BRD-K39841531-001-04-9
Cn1c2CCNCCc2c2ccccc12,0.8481723666191101,BRD-K16551401-003-03-4
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,0.8460682034492493,BRD-K86882815-001-05-7
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)CC[C@]2(O)c1ccoc1,0.8458747267723083,BRD-K11672787-001-02-3
