PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Activation at 7.6 uM,Standard Deviation,Activation at 7.6 uM [1],Activation at 7.6 uM [2],Activation at 7.6 uM [3]
RESULT_TYPE,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,Normalized percent activation of the confirmation screen at a compound concentration of 7.6 uM.,Standard deviation derived from the normalized percent activation of the triplicate data for each compound,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [1].,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [2].,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [3].
RESULT_UNIT,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
1508,24786619,2867435,Inactive,0,,,-2.48,2.48178,-4.4153,-4.0429,1.02565
1509,24838396,1071283,Inactive,0,,,-2.48,0.936139,-3.57045,-2.58661,-1.28475
1510,85268302,2352851,Inactive,0,,,-2.48,0.328441,-2.82244,-2.03869,-2.58786
1511,24803750,1508979,Inactive,0,,,-2.48,0.292971,-2.16742,-2.87372,-2.41057
1512,26732581,323282,Inactive,0,,,-2.49,2.696,-3.45641,-5.19438,1.19208
1513,103158634,7171417,Inactive,0,,,-2.49,1.35776,-0.998466,-4.28228,-2.18402
1514,26729413,2808492,Inactive,0,,,-2.49,0.516091,-1.76249,-2.91589,-2.78733
1515,49725124,24792310,Inactive,0,,,-2.5,0.730447,-2.19884,-3.50413,-1.7917
1516,24795849,888274,Inactive,0,,,-2.5,1.84019,-0.0786621,-4.53779,-2.87881
1517,49827205,25237591,Inactive,0,,,-2.5,2.10275,0.190639,-2.75779,-4.94105
1518,49669923,4085895,Inactive,0,,,-2.51,2.03589,-0.334919,-5.23009,-1.95803
1519,124755522,53301351,Inactive,0,,,-2.51,1.14219,-1.9868,-1.45048,-4.09664
1520,56321898,24981844,Inactive,0,,,-2.51,2.64744,1.01288,-3.18423,-5.36685
1521,24827939,9640541,Inactive,0,,,-2.51,1.5653,-1.19858,-1.62814,-4.71295
1522,49720143,20950677,Inactive,0,,,-2.51,1.63572,-0.37763,-2.81403,-4.35046
1523,7967564,5308890,Inactive,0,,,-2.52,0.234109,-2.23478,-2.50537,-2.80793
1524,49648741,4975413,Inactive,0,,,-2.52,1.9279,-4.55505,0.0694288,-3.07115
1525,56322229,24687158,Inactive,0,,,-2.54,2.50609,-4.67289,0.981822,-3.91442
1526,99359067,46903717,Inactive,0,,,-2.54,2.46344,-0.678937,-0.910748,-6.01674
1527,24808300,5749242,Inactive,0,,,-2.54,0.942892,-3.49156,-1.25309,-2.8649
1528,22411741,6622238,Inactive,0,,,-2.54,3.71845,-4.72115,2.69541,-5.59184
1529,17385897,2423474,Inactive,0,,,-2.54,1.61778,-0.923744,-1.94637,-4.75065
1530,49641283,1125111,Inactive,0,,,-2.54,1.42468,-3.64894,-3.4477,-0.531155
1531,24814463,1507932,Inactive,0,,,-2.56,0.0427483,-2.59263,-2.49658,-2.58073
1532,49642572,3158082,Inactive,0,,,-2.56,2.80387,-5.53652,1.19841,-3.33445
1533,14720584,1147866,Inactive,0,,,-2.57,1.59399,-2.45418,-4.57194,-0.672288
1534,24792094,2904031,Inactive,0,,,-2.57,0.642583,-2.50158,-1.81964,-3.38916
1535,24816351,7191064,Inactive,0,,,-2.57,0.659445,-3.45055,-2.39663,-1.86348
1536,125306006,53383333,Inactive,0,,,-2.58,1.18746,-0.949938,-3.03653,-3.74818
1537,57262867,2569373,Inactive,0,,,-2.58,0.822033,-3.43842,-2.82864,-1.47162
1538,49733689,3144243,Inactive,0,,,-2.58,1.37076,-2.8176,-0.795061,-4.12742
1539,14721665,3220393,Inactive,0,,,-2.58,0.57631,-3.37608,-2.33901,-2.02811
1540,99357731,290556,Inactive,0,,,-2.59,2.16594,-5.37451,-0.0929643,-2.29794
1541,4264376,2205590,Inactive,0,,,-2.59,1.54408,-0.569733,-2.88215,-4.31793
1542,56320961,24981406,Inactive,0,,,-2.59,2.86902,-1.96604,0.569528,-6.37443
1543,49737520,2989826,Inactive,0,,,-2.6,2.65743,1.01347,-5.30759,-3.49308
1544,49665351,5769438,Inactive,0,,,-2.6,1.40829,-0.937926,-2.4737,-4.38085
1545,4263755,845766,Inactive,0,,,-2.6,2.00772,0.219965,-4.29166,-3.73088
1546,49821222,6875720,Inactive,0,,,-2.6,3.64628,-2.21434,-7.25324,1.65261
1547,56320417,5298401,Inactive,0,,,-2.61,1.75781,-4.99391,-0.810972,-2.0182
1548,14733447,4132223,Inactive,0,,,-2.61,1.13231,-3.48118,-1.0144,-3.34585
1549,864234,665481,Inactive,0,,,-2.62,0.712567,-1.67286,-2.77781,-3.39546
1550,89850486,225319,Inactive,0,,,-2.62,1.29595,-1.18354,-4.32276,-2.34486
1551,49820098,17578274,Inactive,0,,,-2.62,2.21593,-4.91561,-3.31548,0.376264
1552,49678918,46507581,Inactive,0,,,-2.62,0.578006,-2.39492,-2.05966,-3.41856
1553,51089933,7184028,Inactive,0,,,-2.63,1.42267,-3.4231,-3.8403,-0.635472
1554,103158722,49792145,Inactive,0,,,-2.64,1.13238,-2.68593,-1.23013,-4.00273
1555,47197385,23723553,Inactive,0,,,-2.64,1.45835,-0.737721,-2.91507,-4.27893
1556,26731098,2732559,Inactive,0,,,-2.65,0.87236,-3.79034,-1.67401,-2.47644
1557,17385763,1777680,Inactive,0,,,-2.66,0.45761,-3.22214,-2.10132,-2.64964
1558,81065956,42628097,Inactive,0,,,-2.66,1.89092,-0.0526359,-3.44069,-4.4818
1559,49727622,5337751,Inactive,0,,,-2.66,0.981127,-3.26727,-1.27922,-3.44265
1560,26671649,9616993,Inactive,0,,,-2.66,0.479848,-2.22069,-3.33053,-2.44045
1561,57264773,6212004,Inactive,0,,,-2.67,1.00681,-2.41124,-4.00565,-1.57905
1562,858018,2838016,Inactive,0,,,-2.67,0.879851,-2.64992,-1.60798,-3.76278
1563,57263755,8004964,Inactive,0,,,-2.67,1.30818,-4.07118,-3.02627,-0.925359
1564,49715064,24789578,Inactive,0,,,-2.68,2.79989,-4.26453,-5.02483,1.25817
1565,14722584,2904830,Inactive,0,,,-2.68,1.96321,-0.0646813,-4.79234,-3.19066
1566,863553,664804,Inactive,0,,,-2.68,0.25935,-2.79795,-2.92795,-2.32443
1567,92764135,3423840,Inactive,0,,,-2.69,1.98029,-3.95002,0.108553,-4.22136
1568,49676739,3528810,Inactive,0,,,-2.69,0.592883,-3.29077,-1.88438,-2.90118
1569,24837390,291456,Inactive,0,,,-2.69,1.93794,-4.40107,0.0170386,-3.69552
1570,24818930,9634601,Inactive,0,,,-2.69,2.0166,-0.111956,-2.9341,-5.03397
1571,14742536,915112,Inactive,0,,,-2.7,3.07303,-6.80234,-1.87722,0.59004
1572,56319935,24981065,Inactive,0,,,-2.7,2.15554,-3.02903,-5.15675,0.0919854
1573,24816615,735609,Inactive,0,,,-2.7,1.54281,-4.19226,-0.577542,-3.33961
1574,56321288,18150829,Inactive,0,,,-2.7,0.393155,-2.8178,-3.11705,-2.1747
1575,49820274,4912447,Inactive,0,,,-2.7,3.13313,-0.129007,-7.11443,-0.869087
1576,24787298,788042,Inactive,0,,,-2.71,0.858795,-1.90809,-3.89889,-2.31492
1577,24785335,3933941,Inactive,0,,,-2.71,1.12923,-3.32028,-1.12582,-3.68131
1578,49646141,1354095,Inactive,0,,,-2.71,2.37132,0.643551,-4.38342,-4.39012
1579,17434020,2940823,Inactive,0,,,-2.71,0.836808,-1.52995,-3.23706,-3.36609
1580,7967878,3448460,Inactive,0,,,-2.71,1.22682,-2.4594,-1.35048,-4.32374
1581,124754388,53300388,Inactive,0,,,-2.71,0.482894,-2.08286,-3.25682,-2.79513
1582,22401432,4602714,Inactive,0,,,-2.71,3.06722,1.48563,-3.86916,-5.75576
1583,87349267,44602128,Inactive,0,,,-2.71,1.6664,-1.59449,-5.0697,-1.47788
1584,49673792,3502152,Inactive,0,,,-2.72,2.10192,-4.18668,-4.21731,0.256772
1585,14719193,1819930,Inactive,0,,,-2.72,2.80729,-4.30942,-5.07119,1.22819
1586,846415,648804,Inactive,0,,,-2.73,3.18606,-3.67032,1.55659,-6.07572
1587,26661237,16682206,Inactive,0,,,-2.73,2.72482,-6.52059,-1.45454,-0.224292
1588,26664370,227518,Inactive,0,,,-2.74,0.678719,-2.53608,-3.64855,-2.02237
1589,49828902,17582742,Inactive,0,,,-2.74,1.32453,-4.00579,-0.910916,-3.30161
1590,26662380,578299,Inactive,0,,,-2.74,0.820947,-2.19678,-2.12216,-3.89976
1591,24826978,2469389,Inactive,0,,,-2.74,1.36243,-0.970561,-2.96724,-4.28469
1592,56318047,24980144,Inactive,0,,,-2.75,2.18223,-2.24466,-5.63331,-0.35885
1593,24804961,1085196,Inactive,0,,,-2.75,1.78458,-3.28179,-4.62627,-0.351868
1594,4259123,2164897,Inactive,0,,,-2.75,1.37836,-1.37358,-4.63608,-2.25219
1595,49667887,4417681,Inactive,0,,,-2.76,1.11221,-4.04944,-1.33443,-2.88726
1596,7971013,2151144,Inactive,0,,,-2.76,0.943518,-2.74658,-3.92057,-1.60953
1597,24833761,2089167,Inactive,0,,,-2.76,3.28965,1.88331,-4.86659,-5.30311
1598,89852964,78438,Inactive,0,,,-2.77,0.43636,-2.9646,-2.1705,-3.18714
1599,26726083,135712454,Inactive,0,,,-2.78,1.0239,-3.92098,-2.97305,-1.4361
1600,49645549,24747175,Inactive,0,,,-2.78,1.27417,-3.78672,-0.980437,-3.56652
1601,51085921,7553596,Inactive,0,,,-2.78,2.23126,-0.335683,-5.73038,-2.27391
1602,57267865,2631686,Inactive,0,,,-2.79,0.52733,-2.07471,-2.98589,-3.32318
1603,49823021,24818403,Inactive,0,,,-2.8,1.13805,-1.79552,-4.38728,-2.20242
1604,22403833,2906463,Inactive,0,,,-2.8,0.297538,-3.16037,-2.79364,-2.43156
1605,103060514,9535787,Inactive,0,,,-2.8,0.375654,-3.1614,-2.96706,-2.28532
1606,14746555,736252,Inactive,0,,,-2.81,2.39153,-3.62362,0.439781,-5.24622
1607,87341733,42627864,Inactive,0,,,-2.82,1.71786,-4.65353,-3.27461,-0.521159
1608,49721903,20923712,Inactive,0,,,-2.82,3.23006,-0.379965,-0.692098,-7.38269
1609,49721779,22519161,Inactive,0,,,-2.82,1.08851,-2.70934,-1.55198,-4.21085
1610,57256893,16324230,Inactive,0,,,-2.84,2.25767,-0.219796,-5.72954,-2.56367
1611,85147001,44142837,Inactive,0,,,-2.84,0.933213,-2.89003,-1.67395,-3.95825
1612,56436790,24978577,Inactive,0,,,-2.84,0.154183,-2.97785,-2.62605,-2.92091
1613,47203822,572398,Inactive,0,,,-2.84,1.62433,-3.9329,-0.547006,-4.0496
1614,56320428,6494911,Inactive,0,,,-2.84,2.09791,-0.056465,-5.1178,-3.35695
1615,4241240,3236241,Inactive,0,,,-2.85,0.764598,-3.92526,-2.22692,-2.39236
1616,14740617,1007339,Inactive,0,,,-2.85,1.5289,-4.75374,-1.01036,-2.7862
1617,99495175,46948453,Inactive,0,,,-2.85,3.76842,1.72658,-7.5032,-2.77566
1618,4255807,2216206,Inactive,0,,,-2.86,1.96702,-4.63473,-0.115364,-3.82166
1619,103073792,49789377,Inactive,0,,,-2.86,0.752104,-2.64982,-3.86452,-2.05765
1620,49644159,790315,Inactive,0,,,-2.86,1.80182,-3.7836,-4.45558,-0.341917
1621,49719022,24790609,Inactive,0,,,-2.86,1.9555,-2.60796,-0.60279,-5.37264
1622,17514065,12005762,Inactive,0,,,-2.86,3.32582,-5.20646,-5.21977,1.84201
1623,49677366,7150662,Inactive,0,,,-2.86,1.18337,-2.86787,-4.30768,-1.40905
1624,85200137,2097151,Inactive,0,,,-2.86,0.502845,-2.91519,-3.4499,-2.22161
1625,14726144,882619,Inactive,0,,,-2.86,0.618194,-3.12202,-3.4561,-2.00999
1626,22414726,831463,Inactive,0,,,-2.86,1.30794,-3.78422,-1.01331,-3.79149
1627,47202553,135803996,Inactive,0,,,-2.87,0.797393,-3.0724,-3.73713,-1.81422
1628,49721878,4905418,Inactive,0,,,-2.88,2.72269,-0.0236963,-2.06109,-6.54198
1629,24840875,661878,Inactive,0,,,-2.89,0.827804,-4.02696,-2.08897,-2.54144
1630,85149119,44144295,Inactive,0,,,-2.89,2.99867,-5.95231,-3.90767,1.17972
1631,92763734,17748,Inactive,0,,,-2.9,2.03491,-0.670442,-5.59104,-2.44181
1632,49649722,6620016,Inactive,0,,,-2.91,0.620898,-3.20933,-3.46807,-2.04078
1633,24804576,939519,Inactive,0,,,-2.91,0.578407,-3.17148,-2.10404,-3.44456
1634,24810452,4202515,Inactive,0,,,-2.91,2.14572,-5.71036,-2.5231,-0.497391
1635,49737137,5348519,Inactive,0,,,-2.91,1.08873,-3.37569,-3.95302,-1.40959
1636,17414049,5342758,Inactive,0,,,-2.91,1.51537,-2.46707,-4.95273,-1.3225
1637,49681561,18004026,Inactive,0,,,-2.92,3.01618,1.34042,-4.8134,-5.27709
1638,858028,659385,Inactive,0,,,-2.92,0.32031,-3.24475,-2.48588,-3.03786
1639,57267569,4857451,Inactive,0,,,-2.93,1.14739,-2.91033,-1.53069,-4.34107
1640,57259573,7438553,Inactive,0,,,-2.93,0.511976,-3.00102,-2.27534,-3.52395
1641,17515769,6623460,Inactive,0,,,-2.94,0.715007,-2.75403,-3.88958,-2.16705
1642,17432879,6898016,Inactive,0,,,-2.94,1.85028,-4.78867,-0.410863,-3.61569
1643,4262707,899019,Inactive,0,,,-2.94,0.123231,-2.84343,-2.86094,-3.11316
1644,24780992,135460428,Inactive,0,,,-2.94,1.41804,-4.08945,-0.944794,-3.79465
1645,17510302,12005169,Inactive,0,,,-2.94,0.904897,-2.49144,-2.13352,-4.20686
1646,17510437,4527633,Inactive,0,,,-2.94,1.23681,-1.4025,-3.00123,-4.43048
1647,864004,665256,Inactive,0,,,-2.95,2.5004,-4.44164,0.569163,-4.9863
1648,7971706,751074,Inactive,0,,,-2.95,0.11339,-3.04853,-3.01662,-2.79363
1649,49826552,24819393,Inactive,0,,,-2.96,2.45622,-6.32696,-1.99644,-0.544566
1650,85269910,9115927,Inactive,0,,,-2.96,1.98004,-4.57182,-0.168762,-4.13165
1651,7977391,1076034,Inactive,0,,,-2.97,0.481764,-3.62806,-2.7989,-2.48629
1652,24840661,493962,Inactive,0,,,-2.98,0.589309,-2.41917,-2.72247,-3.79303
1653,121286619,256646,Inactive,0,,,-2.98,3.02459,-5.53234,1.26924,-4.6753
1654,24798291,970323,Inactive,0,,,-2.98,1.77008,-3.83838,-4.5898,-0.516006
1655,17507358,2937394,Inactive,0,,,-2.99,1.24995,-1.30309,-4.29457,-3.36365
1656,26668694,649157,Inactive,0,,,-2.99,2.75498,-2.49949,0.113838,-6.58101
1657,14723620,359743,Inactive,0,,,-2.99,0.909606,-3.06368,-1.84069,-4.06508
1658,121282913,6610133,Inactive,0,,,-2.99,1.2125,-4.68845,-2.35987,-1.92761
1659,7966536,6603582,Inactive,0,,,-3,0.386695,-3.26692,-3.27423,-2.4503
1660,56323107,24982333,Inactive,0,,,-3,0.871854,-1.78078,-3.4462,-3.77123
1661,46500704,3243521,Inactive,0,,,-3,1.45153,-0.94798,-4.08551,-3.96525
1662,49717188,6624453,Inactive,0,,,-3,1.58787,-4.18794,-4.06236,-0.758521
1663,57256088,4851373,Inactive,0,,,-3.01,2.12012,-2.40103,-5.85661,-0.771548
1664,56318031,24980132,Inactive,0,,,-3.01,0.980038,-3.78091,-1.62713,-3.6222
1665,51090436,7502325,Inactive,0,,,-3.01,1.49241,-4.86438,-2.96152,-1.20979
1666,22401764,717588,Inactive,0,,,-3.02,1.17977,-2.53917,-4.63962,-1.87053
1667,24808719,135455185,Inactive,0,,,-3.02,0.0703382,-3.0675,-3.06823,-2.91866
1668,3715310,747881,Inactive,0,,,-3.02,1.39682,-4.84214,-1.4488,-2.76608
1669,49724120,20903786,Inactive,0,,,-3.02,1.18476,-1.35249,-3.99895,-3.70704
1670,14730999,757830,Inactive,0,,,-3.02,1.90855,-5.51106,-2.67298,-0.874799
1671,24841745,16197239,Inactive,0,,,-3.03,2.55148,-3.54876,0.328236,-5.85549
1672,7969891,135506251,Inactive,0,,,-3.03,1.28887,-2.42007,-4.82539,-1.85182
1673,49821112,3714386,Inactive,0,,,-3.03,2.67014,0.732157,-4.67263,-5.16002
1674,49716308,15990272,Inactive,0,,,-3.03,0.885476,-4.23039,-2.75638,-2.11543
1675,24808016,2772040,Inactive,0,,,-3.04,1.50063,-5.15247,-2.10925,-1.84547
1676,56317747,24980043,Inactive,0,,,-3.04,1.44573,-1.15055,-3.31726,-4.65974
1677,89853139,2123938,Inactive,0,,,-3.04,1.4758,-4.86218,-1.2474,-3.02373
1678,49736814,24793874,Inactive,0,,,-3.05,1.33491,-1.69643,-2.57592,-4.86358
1679,99454731,20900980,Inactive,0,,,-3.06,2.13761,-3.87991,-0.126453,-5.16479
1680,24820633,3581960,Inactive,0,,,-3.07,1.23409,-4.46526,-1.46328,-3.27162
1681,24819657,45105757,Inactive,0,,,-3.07,0.436444,-3.31957,-3.43171,-2.45491
1682,24829121,2079767,Inactive,0,,,-3.08,1.4156,-1.73229,-5.03743,-2.47672
1683,85272490,44246645,Inactive,0,,,-3.09,1.43595,-4.65085,-1.18303,-3.42632
1684,85270725,135426448,Inactive,0,,,-3.09,1.69917,-2.53217,-5.38928,-1.33966
1685,49721009,20885689,Inactive,0,,,-3.1,1.13906,-2.31164,-4.70941,-2.27497
1686,4245990,1281369,Inactive,0,,,-3.1,0.801194,-2.53204,-4.23485,-2.53849
1687,24781434,671628,Inactive,0,,,-3.1,0.855392,-1.9545,-4.00417,-3.35585
1688,49816870,6470043,Inactive,0,,,-3.11,1.73968,-2.19116,-5.54927,-1.59831
1689,57263557,8603505,Inactive,0,,,-3.12,0.924683,-1.95136,-4.2134,-3.18265
1690,24817028,1476844,Inactive,0,,,-3.12,1.77334,-4.91459,-3.73366,-0.70399
1691,17510076,1550192,Inactive,0,,,-3.13,1.86082,-3.97853,-0.545439,-4.85859
1692,22405325,4044464,Inactive,0,,,-3.14,0.943603,-3.52787,-1.83545,-4.04493
1693,49736722,24793827,Inactive,0,,,-3.14,3.24425,0.732198,-2.93587,-7.20692
1694,24779341,16413240,Inactive,0,,,-3.14,3.11748,-7.26143,0.275066,-2.42783
1695,7971838,3290432,Inactive,0,,,-3.14,0.929705,-3.34799,-4.16191,-1.91302
1696,24803063,5732091,Inactive,0,,,-3.14,1.56274,-4.86253,-1.08069,-3.48433
1697,49816945,24816641,Inactive,0,,,-3.14,0.427123,-2.6009,-3.64473,-3.1842
1698,49726898,3222333,Inactive,0,,,-3.15,1.33484,-3.63181,-1.32828,-4.48964
1699,49646729,2881094,Inactive,0,,,-3.16,2.0685,-4.20551,-4.99817,-0.267928
1700,51085305,18554631,Inactive,0,,,-3.16,0.486204,-3.21583,-3.72894,-2.54162
1701,56322139,16268152,Inactive,0,,,-3.16,1.2419,-1.50018,-3.5013,-4.48494
1702,49670467,2963346,Inactive,0,,,-3.17,1.42319,-1.65802,-2.76716,-5.07476
1703,24784215,749175,Inactive,0,,,-3.17,1.85935,-2.99671,-5.53388,-0.989711
1704,49714877,3827276,Inactive,0,,,-3.17,0.485088,-2.49057,-3.45973,-3.5705
1705,22411696,15945468,Inactive,0,,,-3.18,0.445527,-2.87981,-2.84098,-3.8049
1706,14731805,2053661,Inactive,0,,,-3.18,3.0061,-7.40892,-0.720345,-1.39777
1707,49644682,3205517,Inactive,0,,,-3.18,1.28138,-4.96817,-2.54999,-2.02617
1708,56316111,24979255,Inactive,0,,,-3.18,2.62952,-5.95987,-3.93516,0.347778
1709,49732042,24792932,Inactive,0,,,-3.19,1.44186,-4.43253,-3.95822,-1.16443
1710,7971474,5076107,Inactive,0,,,-3.19,1.54214,-3.93156,-4.58978,-1.03935
1711,49827105,4987233,Inactive,0,,,-3.19,1.08416,-4.64139,-2.03862,-2.88344
1712,17505877,1976155,Inactive,0,,,-3.19,2.72794,-0.547157,-2.08019,-6.94616
1713,49645259,810755,Inactive,0,,,-3.19,1.49389,-2.73648,-1.63491,-5.20772
1714,49735842,20909081,Inactive,0,,,-3.2,0.772126,-2.26504,-3.166,-4.15566
1715,121284762,51360124,Inactive,0,,,-3.2,1.4424,-3.53917,-4.77943,-1.29422
1716,24785875,487737,Inactive,0,,,-3.22,0.55851,-2.5859,-3.13125,-3.94515
1717,51085349,3926289,Inactive,0,,,-3.23,1.27771,-3.23513,-1.65867,-4.78837
1718,14733318,3836416,Inactive,0,,,-3.23,0.921423,-4.51642,-2.79095,-2.39367
1719,7970187,1091994,Inactive,0,,,-3.24,0.284575,-2.8397,-3.48931,-3.38343
1720,24793826,2974853,Inactive,0,,,-3.24,1.32295,-2.2732,-2.33238,-5.10872
1721,49680944,1433387,Inactive,0,,,-3.24,1.71885,-4.11066,-0.837553,-4.7676
1722,51090022,7526446,Inactive,0,,,-3.24,0.277789,-3.19192,-3.60456,-2.92968
1723,49825013,8016331,Inactive,0,,,-3.24,1.14829,-1.62519,-3.92092,-4.18047
1724,24788139,1791059,Inactive,0,,,-3.24,0.99379,-2.65426,-4.64214,-2.43142
1725,24788812,4386672,Inactive,0,,,-3.25,1.05899,-4.50314,-3.34001,-1.91362
1726,7969162,5309806,Inactive,0,,,-3.25,2.33773,-6.50303,-2.16279,-1.09809
1727,7970966,751041,Inactive,0,,,-3.27,1.60342,-1.0043,-4.29269,-4.50838
1728,49721660,20927264,Inactive,0,,,-3.27,2.26651,-4.65897,-0.0733209,-5.07643
1729,22401720,2683948,Inactive,0,,,-3.27,0.431665,-3.14395,-3.85469,-2.82135
1730,103073922,2055524,Inactive,0,,,-3.28,2.11688,-4.98086,-4.5558,-0.29285
1731,56318576,24980399,Inactive,0,,,-3.28,2.87849,-6.53863,0.462741,-3.75986
1732,17415930,2900050,Inactive,0,,,-3.29,0.9839,-1.90438,-4.07411,-3.8978
1733,26664634,853760,Inactive,0,,,-3.29,0.228374,-3.0146,-3.29272,-3.574
1734,22409602,2531424,Inactive,0,,,-3.29,0.566842,-4.08857,-2.99186,-2.80278
1735,87335266,234415,Inactive,0,,,-3.3,2.02143,-4.10112,-0.519314,-5.27092
1736,103060917,49786929,Inactive,0,,,-3.3,1.79372,-3.45071,-5.41394,-1.02824
1737,24817503,1474731,Inactive,0,,,-3.3,0.918989,-2.30876,-4.52431,-3.07168
1738,85201409,44202493,Inactive,0,,,-3.31,0.898396,-3.68814,-4.16897,-2.06882
1739,24803523,1362254,Inactive,0,,,-3.32,0.3792,-3.77637,-2.84765,-3.32511
1740,24815299,16194594,Inactive,0,,,-3.32,0.96163,-2.15361,-4.50857,-3.28729
1741,17515107,3644393,Inactive,0,,,-3.32,0.863454,-4.46273,-3.13993,-2.37212
1742,4265235,1257748,Inactive,0,,,-3.33,0.875083,-4.20738,-3.63555,-2.1324
1743,24785374,4415897,Inactive,0,,,-3.33,1.69847,-4.46643,-0.925578,-4.58768
1744,22400984,135464939,Inactive,0,,,-3.33,1.20822,-3.69294,-1.69993,-4.59118
1745,99359489,46904052,Inactive,0,,,-3.33,1.05298,-2.72939,-4.80964,-2.44895
1746,22404371,5181726,Inactive,0,,,-3.33,1.10198,-1.77417,-4.19355,-4.02046
1747,17516095,9611425,Inactive,0,,,-3.33,1.55261,-5.44971,-1.76846,-2.78201
1748,24820942,2729421,Inactive,0,,,-3.34,2.10956,-5.44715,-4.10467,-0.45452
1749,87334209,17756878,Inactive,0,,,-3.34,1.72645,-5.7422,-1.77284,-2.49416
1750,85200436,44201558,Inactive,0,,,-3.34,1.07905,-4.6021,-3.44553,-1.96558
1751,56462866,25102464,Inactive,0,,,-3.34,1.98339,-6.13246,-1.70158,-2.19143
1752,49666090,1486928,Inactive,0,,,-3.35,1.17437,-4.95463,-2.18297,-2.90203
1753,49678118,20900127,Inactive,0,,,-3.35,1.0593,-1.96797,-4.53952,-3.55342
1754,14743319,4897734,Inactive,0,,,-3.35,2.39509,-1.24202,-6.70348,-2.11709
1755,99357244,46903087,Inactive,0,,,-3.35,0.497272,-3.54389,-3.84687,-2.67366
1756,26659224,911195,Inactive,0,,,-3.35,0.527494,-3.7321,-2.60889,-3.7236
1757,103162641,1534537,Inactive,0,,,-3.36,1.76271,-5.82946,-1.85535,-2.38053
1758,85201559,44202643,Inactive,0,,,-3.36,2.36316,-6.68315,-1.41973,-1.96512
1759,14726416,1072989,Inactive,0,,,-3.36,0.35627,-3.8513,-3.01573,-3.21548
1760,26731658,9584052,Inactive,0,,,-3.37,0.515759,-4.00097,-3.37198,-2.73763
1761,845880,648237,Inactive,0,,,-3.38,1.84665,-4.04078,-0.862908,-5.23956
1762,47203481,804926,Inactive,0,,,-3.38,1.27696,-2.14878,-5.1409,-2.8554
1763,49715117,18559162,Inactive,0,,,-3.39,0.298676,-3.71093,-3.4668,-2.99159
1764,3711773,2498564,Inactive,0,,,-3.39,1.54692,-2.59545,-2.02352,-5.55339
1765,56463479,25102676,Inactive,0,,,-3.39,1.54948,-1.36583,-5.12752,-3.68396
1766,7971675,4652294,Inactive,0,,,-3.4,0.924004,-3.1456,-2.41961,-4.63914
1767,3716089,2999469,Inactive,0,,,-3.4,2.74138,0.0634973,-6.63938,-3.63698
1768,87334143,17756830,Inactive,0,,,-3.41,2.22257,-2.9065,-6.34952,-0.975818
1769,24804312,826227,Inactive,0,,,-3.41,1.59502,-2.0739,-2.50816,-5.65361
1770,49645016,1565462,Inactive,0,,,-3.41,0.814073,-2.73948,-4.55766,-2.93942
1771,56319821,24980981,Inactive,0,,,-3.42,0.900723,-4.54616,-3.35904,-2.34204
1772,3712044,2110158,Inactive,0,,,-3.42,2.20891,-2.14077,-6.52366,-1.58456
1773,17409252,11958778,Inactive,0,,,-3.42,1.65148,-4.23909,-4.90228,-1.11478
1774,49819360,2965755,Inactive,0,,,-3.43,1.31924,-4.11736,-4.58181,-1.58011
1775,864681,665922,Inactive,0,,,-3.43,3.92022,-2.74326,-8.54077,0.987325
1776,103076299,49791069,Inactive,0,,,-3.44,1.66563,-1.47418,-5.54593,-3.28637
1777,89855852,44825811,Inactive,0,,,-3.44,1.93037,-5.85658,-1.13184,-3.3326
1778,49676972,4849076,Inactive,0,,,-3.44,0.76322,-3.33124,-4.43054,-2.57134
1779,50086558,3780777,Inactive,0,,,-3.45,0.675723,-4.40065,-2.94179,-2.99409
1780,49734185,3160141,Inactive,0,,,-3.45,1.2322,-4.86176,-1.85844,-3.61991
1781,4263439,2236829,Inactive,0,,,-3.45,1.04323,-4.87707,-2.41469,-3.05432
1782,99356136,281860,Inactive,0,,,-3.45,1.18443,-3.25395,-4.9927,-2.11199
1783,49722608,22554672,Inactive,0,,,-3.46,1.42154,-5.43624,-2.76697,-2.16517
1784,57257862,25161995,Inactive,0,,,-3.46,2.71256,-3.56326,-0.0879777,-6.72998
1785,26724635,135515098,Inactive,0,,,-3.46,0.768363,-3.06885,-4.53865,-2.78568
1786,24814964,6619674,Inactive,0,,,-3.47,3.81157,-6.79168,1.87118,-5.47565
1787,24834315,4176023,Inactive,0,,,-3.47,1.54858,-1.33841,-4.96865,-4.10618
1788,24790531,4139790,Inactive,0,,,-3.47,2.31937,-0.354351,-5.913,-4.1504
1789,26726051,16745859,Inactive,0,,,-3.48,0.576612,-4.28723,-2.99182,-3.15209
1790,7978108,2263641,Inactive,0,,,-3.48,0.637339,-2.88451,-4.3624,-3.1878
