SMILES,PUBCHEM_ACTIVITY_OUTCOME
COC1=CC=CC(=C1)CN2CCN(CC2)C(=O)C3=CC=CO3.C(=O)(C(=O)O)O,1
CS(=O)(=O)O.C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,1
C1CN(CCN1CC(COC2=CC3=C(C=C2)C=C(C=C3)Br)O)C4=CC=CC=N4,1
C1CCC2=NC3=CC=CC=C3C(=C2C1)N.O.Cl,1
COC1=C(C=C(C=C1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=N3)OC,1
CCOC(=O)N1CCN(CC1)CC2=CC3=C(C=C2)OCO3,1
COC1=CC(=CC(=C1O)CN2CCN(CC2)C3=NC=CC=N3)Br,1
CC1=CC=C(S1)CN2CCN(CC2)C3=CC=CC=N3.C(=O)(C(=O)O)O,1
C1CN(CCN1CC2=C(C=C(C=C2)Cl)Cl)C3=NC=CC=N3.C(=O)(C(=O)O)O,1
COC1=CC=C(C=C1)CN2CCN(CC2)C(=O)C3=CC=CO3,1
C1CN(CCN1CC2=CSC=C2)C3=CC=CC=N3,1
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5CC6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,1
C1CN(CCN1CC2=CC=C(C=C2)O)C3=NC=CC=N3,1
C1=CC=C2C=C(C=CC2=C1)SCC(=O)NCCC3=CC(=C(C=C3)O)O,1
C1CN(CCN1CC2=C(C=CC(=C2)F)F)C3=NC=CC=N3,1
C1[C@H](O[C@H](C2=C1C(=C(C=C2)O)O)CN)C34CC5CC(C3)CC(C5)C4.Cl,1
C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=CC=C3.Br,1
C1=NC(=C2C(=C(N(C2=N1)C3C(C(C(O3)CO)O)O)Br)C#N)N,1
CCC(=O)C1=CC=C(C=C1)OCC(CN2CCN(CC2)C3=CC=CC=N3)O,1
COC1=CC(=C(C=C1)CN2CCN(CC2)C3=NC=CC=N3)OC,1
C1CN(CCN1CC(COCC2=CC=C(C=C2)Cl)O)C3=CC=CC=N3.Cl,1
C1CN(CCN1CC2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=CC=N4,1
C1CN(CCN1CC2=CC=C(S2)Br)C3=CC=CC=N3,1
C1CN(CCN1CC2=CC=CC=C2Cl)C3=NC=CC=N3,1
CC1=C(SC=C1)CN2CCN(CC2)C3=CC=CC=N3,1
C1CN(CCN1CC2=CC=CC=C2)C3=NC=CC=N3,1
CN1CCC2=C3[C@@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.Cl,1
CN1C=C(C(=N1)C2=CC=CC=C2F)CNCC3=CN(N=C3)C4=CC(=CC=C4)OC,1
C1CN(CCN1CC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3F)C4=CC=CC=C4,1
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5CC6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.C(C(C(=O)O)O)(C(=O)O)O,1
CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)NC(=O)CN2CCN(CC2)C3=CC=CC=N3)C,1
CN1C[C@@H](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)CO,1
CC(C)(C)C1CCC(CC1)OCC(CN2CCN(CC2)C3=CC=CC=N3)O.Cl,1
C1CN(CCN1CC2=CC(=CC=C2)OCC3=CC=CC=C3)C4=CC=CC=N4,1
C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=CC=CS3,1
C1CN(CCN1CC2=CNC3=CC=CC=C32)C4=NC=CC=N4,1
CC1=CC(=CC=C1)CN2CCN(CC2)C3=NC=CC=N3,1
CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,1
CC(=O)C1=CC=C(C=C1)OCC(CN2CCN(CC2)C3=CC=CC=N3)O.Cl,1
CC1=CC(=CC=C1)CN2CCN(CC2)C3=CC=CC=N3,1
COC1=CC=CC=C1CN2CCN(CC2)C(=O)C3=CC=CO3.C(=O)(C(=O)O)O,1
C1CN(CCN1CC(=O)NC2=CC=C(C=C2)OC3=CC=CC=C3)C4=CC=CC=N4,1
CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O.Br,1
COC1=CC(=C(C=C1)OC)CN2CCN(CC2)C(=O)C3=CC=CS3.C(=O)(C(=O)O)O,1
C1CN(CCN1CC2=CC=C(C=C2)Br)C(=O)C3=CC=CO3.C(=O)(C(=O)O)O,1
CC1(C2CCC1(C(=O)N(C2=O)CCCCN3CCN(CC3)C4=CC=CC=N4)C)C,1
CC(=O)N1CCC2=C1C=CC(=C2)C(=O)CN3CCN(CC3)C4=CC(=CC=C4)Cl,1
CCCCN(CC)CCCNC(=O)CC1C(=O)NC2=CC=CC=C2O1,1
CNCC(=O)C1=CC(=C(C=C1)O)O,1
CC1=CC=CC=C1C2=CC=C(O2)/C=C/3\C(=O)N=C(S3)N4CCOCC4,1
C1CN(CCN1CC2=CC=C(C=C2)Cl)C(=O)C3=CC=CO3,1
CC(=O)C1=CC(=C(C=C1)OCC(CN2CCN(CC2)C3=CC=CC=N3)O)OC,1
CC(=O)N1CCC(CC1)N2CCCC(C2)C(=O)C3=CC(=CC=C3)Cl,1
C=CCN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)O.Br,1
CC(COC1=CC=CC=C1)N2CCC(CC2)(CC3=CC=C(C=C3)OC)CO,1
CN=C1N(C(=CS1)C2=CC=C(C=C2)F)/N=C/C3=CC(=C(C=C3)O)O,1
CC1=CC=CC=C1CN2CCN(CC2)C(=O)C3=CC=CO3.C(=O)(C(=O)O)O,1
C1CN(CCN1CC2=CN=C(S2)Cl)C3=CC=CC=C3,1
COC1=CC(=CC=C1)OCC(CN2CCN(CC2)C3=CC=CC=N3)O.Cl,1
C1CN(CCN1CC2=CC(=CC=C2)Br)C3=NC=CC=N3,1
C1CN(CCN1CC(COC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)O)C4=CC=CC=C4,1
CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,1
COC1=CC(=C(C=C1)CN2CCN(CC2)C3=CC=CC=N3)OC,1
COC1=C(C=C(C=C1)CN2CCN(CC2)C(=O)C3=CC=CO3)OC.C(=O)(C(=O)O)O,1
CN(C)S(=O)(=O)C1=CC(=C(C=C1)Cl)NC(=O)CN2CCC3=CC=CC=C3C2,1
C1CN(CCC1(CC2=CC=CC=C2)CO)CC3=CC4=CC=CC=C4O3,1
CC1=C(C2=CC=CC=C2N1)NC(=O)CN3CCN(CC3)C(=O)C4=CC=CO4,1
COC1=CC=CC(=C1OC)CN2CCN(CC2)C3=NC=CC=N3,1
COC1=CC=CC(=C1O)C2=NC3=CC=CC=C3C(=N2)NC4CCCC4,1
C1CN(CCN1CC2=CN=C(C=C2)Cl)C3=CC=CC=C3,1
C1CN(CCN1CC(COCC2=CC=CS2)O)C3=CC=CC=N3,1
CCOC(=O)C1=CCN(CC1)CC2=CC=CC=C2.Cl,1
CC1=C(C(=NC2=NC=NN12)C)CCC(=O)NCCCN3CCN(CC3)C4=CC(=CC=C4)Cl,1
CC(=O)C1=CC(=CC=C1)OCC(CN2CCC(=CC2)C3=CC=CC=C3)O.C(=O)(C(=O)O)O,1
CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)O.Br,1
CCC(C1=NN=NN1C2=C(C=CC=C2C)C)N3CCN(CC3)C/C=C/C4=CC=CC=C4,1
COC1=C(C(=CC=C1)OC)OCCN2CCN(CC2)C(=O)C3=CC=CO3.Cl,1
COC1=C(C(=C(C=C1)CN2CCN(CC2)C(=O)C3=CC=CO3)OC)OC,1
CC1CC(CN(C1)CCOC2=C(C(=CC=C2)Cl)Cl)C.C(=O)(C(=O)O)O,1
CCN1C2=CC=CC=C2C(=CC1=O)SCC(=O)NCCCN3CCN(CC3)C4=CC=CC=C4F,1
C1CC2=CC=CC=C2N(C1)C3=NC(=NC(=N3)N)CN4CCN(CC4)C5=CC(=CC=C5)Cl,1
C1CN(CCN1CC2=CC=CC=C2F)C(=O)C3=CC=CO3.C(=O)(C(=O)O)O,1
C1CN(CCN1CC2CC3CC2C=C3)C(=O)C4=CC=CO4.C(=O)(C(=O)O)O,1
CC1(C(C1C(=O)N2CCN(CC2)CC3=CC=CC=C3)C=C(Cl)Cl)C,1
CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CNCC3=CN=CC=C3.C(=O)(C(=O)O)O,1
COC(=O)C1CCN(CC1)CCCOC2=CC=C(C=C2)CN3CCN(CC3)C4=CC=C(C=C4)[N+](=O)[O-],1
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=NC5=C4NC=N5,1
COC1=C(C=C(C=C1)CN2CCN(CC2)C(=O)C3=CC=CO3)OCC4=CC=CC=C4,1
C1CN(CCN1CC2=CC=C(C=C2)F)C(=O)C3=CC=CO3.C(=O)(C(=O)O)O,1
C1CCCC(CC1)CN2[C@H](CN(C(=O)C2=O)[C@@H](CC3=CC=C(C=C3)O)CN4CCC[C@@H]4CN5[C@H](CNC(=O)C5=O)CC6=CC=CC=C6)CC7=CC=C(C=C7)O,1
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=NC5=C4C=C(C=C5)[N+](=O)[O-].Cl,1
C1CN(CCN1CC2=NC(=NC(=N2)NC3=CC=C(C=C3)Cl)N)C4=CC=CC=N4,1
CC(COC1=CC=CC=C1)N2CCC(CC2)(CC3=CC=CC=C3)CO,1
CC1=CC(=O)OC2=C1C(=CC(=C2C(CCN3CCN(CC3)C4=CC=CC=C4)C5=CC6=C(C=C5)OCO6)OC)OC,1
COCCN=C1N(C(=CS1)C2=CC=CO2)/N=C/C3=C(C(=C(C=C3)O)O)O,1
CCOC1=C(C=CC(=C1)CN2CCN(CC2)C(=O)C3=CC=CO3)OC,1
C1CC2=CC=CC=C2N(C1)C3=NC(=NC(=N3)N)CN4CCN(CC4)C5=CC=CC=C5,1
CCOC(=O)N1CCN(CC1)CC2=CC=C(C=C2)OCC(CN3CCCCC3)O,1
CC(C)[C@@H](C(=O)N1CCN(CC1)CC2=CC3=C(C=C2)OCO3)NC(=O)C4=CC=C(C=C4)C(C)(C)C,1
CCOC(=O)C1CCN(CC1)CC2=CC(=CC=C2)OC3=CC=C(C=C3)Cl,1
CC1=C(C=C(C=C1)NC2=NC(=NC(=N2)N)CN3CCN(CC3)C4=CC=CC=C4)Cl,1
C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,1
COC1=CC=CC=C1C(=O)NCCN2CCN(CC2)C3=CC=CC=C3.Cl,1
CN1CCC2=C(C1)SC(=C2C#N)NC(=O)CC3=CC=CC=C3.Cl,1
C1CCN(C1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)CN3CCN(CC3)C4=CC=CC=N4,1
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=C(C=CC=N4)[N+](=O)[O-].Cl,1
COC1=CC=C(C=C1)S(=O)(=O)NCC(C2=CC3=C(C=C2)OCO3)N4CCN(CC4)C5=CC=CC=C5,1
C1CN(CCN1CC2=CC(=CC=C2)C(F)(F)F)C3=NC=CC=N3,1
COC1=CC=C(C=C1)CC2(CCN(CC2)CC3=CC4=CC=CC=C4O3)CO,1
CN1CCC2=C(C1)SC(=C2C#N)/N=C/C3=C(C=CC(=C3)Cl)O,1
C1=CC2=C(C=C1O)C(=CN2)CCN.Cl,1
CC1=CC(=NC(=N1)C2=CC=CC=C2O)N/N=C/C3=C(C(=C(C=C3)O)C)O,1
CN(C1=CC=C(C=C1)C(=O)N2CCN(CC2)CC3=CC=CC=C3)S(=O)(=O)C4=CC=C(C=C4)Cl,1
C1CN(CCC1(CC2=CC(=CC=C2)C(F)(F)F)CO)CC3=CC4=CC=CC=C4O3,1
C1CN(CCN1CC2=CC=CC=C2Br)C(=O)C3=CC=CO3.C(=O)(C(=O)O)O,1
CCCN1CCC[C@H](C1)C2=CC(=CC=C2)O.Cl,1
CC(=O)N1CCC(CC1)N2CCN(CC2)C3=CC=CC=C3F,1
C1CN(CCN1CCCCOC2=CC=C(C=C2)F)C(=O)C3=CC=CO3.Cl,1
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C,1
CCC(C1=NN=NN1C2=CC3=C(C=C2)OCCO3)N4CCN(CC4)C/C=C/C5=CC=CC=C5,1
CC(C)(C)C1=CC(=C(C=C1)O)/C=N/C2=C(C3=C(S2)CN(CC3)C)C#N,1
CC1=CC(=C(C=C1)C)CN2CCN(CC2)C3=NC=CC=N3,1
COC1=CC=C(C=C1)C2/C=C\CN(CC(=O)N2CC3=CC=C(C=C3)F)C(=O)C4CCCC4,1
CC1=CC(=C(C=C1)OC)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C4=CC=CC=C4,1
CC1=C(C(=CC=C1)C)OCC(CN2CCN(CC2)C3=CC=CC=C3)O.Cl,1
COC1=CC=CC(=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C4=CC=CC=C4,1
C1CC(CN(C1)S(=O)(=O)C2=CN=CN2)C(=O)NCCN3CCN(CC3)C4=CC=CC=C4F,1
CC(CCC1=CC=CC=C1)NC(=O)CN2CCC3=CC=CC=C3C2,1
CC1=CC=C(O1)CN2CCN(CC2)C3=NC=CC=N3,1
CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)NC(=O)CN4CCN(CC4)C(=O)C5=CC=CO5,1
C1CN(CCN1CC2=CC(=CC=C2)[N+](=O)[O-])C3=NC=CC=N3,1
C1CN(CCN1CCC(=O)NC2=CC3=C(C=C2)OCO3)C4=CC=CC=C4F,1
CC(=O)C1=CC(=CC=C1)OCC(CNCC2COC3=CC=CC=C3O2)O.C(=O)(C(=O)O)O,1
C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NCCC4=CC(=C(C=C4)O)O.Cl,1
CC1CCN(CC1)C(=O)CN2C(=O)C3=CC4=C(N3C(=N2)C)C=CC=C4OC,1
CC1=CC(=C(C=C1)OC)NC(=O)CCN2CCN(CC2)C3=CC=CC=C3F.Cl,1
CC1=C(C(=CC=C1)C)N2C(=NN=N2)C(C3CC3)N4CCN(CC4)C/C=C/C5=CC=CC=C5,1
C1CN(CCN1CC2CC3CC2C=C3)C4=CC=CC=C4,1
CC1=CC(=C(C(=C1)C2=NNC3=C2C(N(C3=O)CC4=CC=CO4)C5=CC(=CC=C5)O)O)C,1
CCOC(=O)N1CCN(CC1)C/C(=C/C2=CC=CC=C2)/C,1
CC1=C(OC2=C1C=C(C=C2)OC)C(=O)NC3=NC4=CC=CC=C4N3,1
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,1
CC(CC1=CNC2=C1C=C(C=C2)Cl)N.Cl,1
C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3C2=O)C(=O)C4=CC=CO4,1
CCS(=O)(=O)N1CCC(CC1)C(=O)NCCCN2CCN(CC2)C3=CC=CC=C3F,1
CCOC(=O)N1CCC(CC1)N2CCCC(C2)C(=O)C3=CC=CC=C3OC,1
C1CC(C1)C(=O)N2CCC3=C2C=CC(=C3)S(=O)(=O)NCCN4CCN(CC4)C5=CC=CC=C5F,1
C1CN(CCN1CC2=CC=CC=C2Cl)C3=CC=CC=C3,1
C1CCC(CC1)N(C2=CC=CC=N2)C(=O)C3=CC(=CC=C3)C(=O)N(C4CCCCC4)C5=CC=CC=N5,1
CN1CCC2=CC3=C(C(=C2C1)OC)OCO3.Br,1
CC1=CC(=CC=C1)N2CCN(CC2)CC(COC3=CC4=CC=CC=C4C=C3)O,1
CC1=C(C(=NO1)C(=O)NNC(=O)NC2=CC(=CC=C2)Cl)C3=CSC(=N3)C4=CSC(=N4)C,1
C1CC2=[N+](C=C(N2C1)C3=CC=CC=C3)CC(=O)NC4=NC(=CS4)C5=CC=C(C=C5)F.[Cl-],1
C1CC1C(C2=NN=NN2C3=CC4=C(C=C3)OCCO4)N5CCN(CC5)C/C=C/C6=CC=CC=C6,1
C1CN(CCN1CCC(=O)N/N=C/C2=C(C(=C(C=C2)O)O)O)C3=CC=CC=C3,1
C1=CC=C(C(=C1)CNCCC2=CNC3=CC=CC=C32)Cl,1
CCCN(CCC)CCNC(=O)C1=CC2=C(S1)N(N=C2C3=CC=C(C=C3)Cl)C,1
C1CCN(C1)S(=O)(=O)C2=CC(=C(C=C2)Cl)NC(=O)CNCC3=CC=CS3,1
CCCCC1=CC2=C(C=C1)NC=C2CCN.Cl,1
CCOC1=C(C=CC(=C1)CN2CCN(CC2)C3=NC=CC=N3)OC,1
COC1=CC=C(C=C1)CN2CCN(CC2)C(=O)C3=CC=CS3.C(=O)(C(=O)O)O,1
C1CN(CCN1CCC(=O)N/N=C/C2=CC=CC=C2OC(F)F)C3=CC=CC=C3,1
CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,1
CCCCCC1=CC(=O)OC2=C1C(=CC(=C2C(CCN3CCN(CC3)C4=CC=CC=C4)C5=CC6=C(C=C5)OCO6)OC)OC,1
CCCN1CC[C@H]2[C@@H]1CCC3=C2C=C(C=C3)O.Br,1
C1CCC(CC1)C(=O)NCC(C2=CC=CO2)N3CCN(CC3)C4=CC=CC=C4F,1
COC1=CC=CC(=C1)C(=O)NNC(=O)CCN2CCN(CC2)C3=CC=CC=C3,1
CC(C)NC1=NC(=NC2=CC=CC=C21)C3=C(C(=CC=C3)OC)O,1
C1CNC[C@@H](C2=CC(=C(C=C21)O)O)C3=CC=CC=C3.Cl,1
C1CC2C(=O)N(C(=O)N2C1)CCCCN3CCN(CC3)C4=CC=CC=C4,1
CCCN1C(=C(C(=O)NC1=O)C(=O)CSC2=NN=C(N2C3CC3)C4=CC=CS4)N,1
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)CN4C=NC5=CC=CC=C5C4=O,1
CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,1
C1CN(CCN1CC(COC2=CC=C(C=C2)[N+](=O)[O-])O)C3=CC=CC=C3F,1
CC1=CC(=C(C=C1)C)C2C(=C(NC(=O)N2)CN3C=NC4=CC=CC=C43)C(=O)OC,1
C1CN(CCN1CC(COC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)O)C4=CC=CC=C4O,1
C1CCN(CC1)C(=O)C2CCN(CC2)CCCC3=CC=CC=C3.C(=O)(C(=O)O)O,1
CN(C)S(=O)(=O)C1=C(C=CC(=C1)NC(=O)CN2CCN(CC2)C3=CC=CC=C3)Cl,1
CCOC1=CC=C(C=C1)NC(=O)CCN2CCN(CC2)C3=CC=CC=C3F,1
CC(C)NNC(=O)C1=CC=NC=C1.OP(=O)(O)O,1
CSCCC(=O)N1CC[C@H]([C@@H](C1)O)N2CCN(CC2)C3=CC=CC=C3F,1
CCN1C2=CC=CC=C2N=C1N3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)OC,1
CC(=O)NCC1(CCN(CC1)CC2COC3=CC=CC=C3O2)C4=CC=CC=C4,1
C1CN(CCC1(CC2=CC=C(C=C2)Cl)CO)CCCC3=CC=CC=C3,1
CC1=CC=CC=C1C(=O)O/N=C(\C2=CC=CC=C2)/C3=CC=CC=N3,1
CC(=CC(=O)N1CC[C@H]([C@@H](C1)O)N2CCN(CC2)C3=CC=CC=C3F)C,1
CC1=C(N=C(O1)C2=C(C(=CC=C2)OC)OC)CN3CCN(CC3)C(=O)C4=CC=CO4,1
COC(=O)C1CCN(CC1)CC(=O)NC2=CC3=C(C=C2)OCCO3,1
CC1=CC=C(C=C1)C(=O)N/C(=C/C2=CC=CC=C2)/C(=O)NC(CC3=CC=CC=C3)C(=O)O,1
COC1=CC=CC(=C1)N2CCN(CC2)CC3=NC(=NC(=N3)N4CCCC5=CC=CC=C54)N,1
COC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)N3CCN(CC3)CC4=CC=CC=C4.C(=O)(C(=O)O)O,1
C1CCC(CC1)N2C(CCC2=O)C(=O)NCCCN3CCN(CC3)C4=CC=CC=C4F,1
C/C(=C\C1=CC=CC=C1)/CN2CCN(CC2)C3=CC=CC=C3,1
CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl,1
C1CN(CCN1CC(COC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)O)C4=CC=CC=C4Cl,1
CC[C@H](C)[C@H]1C(=O)N[C@H]2CSSC[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)C(C)C)NC2=O,1
CC1=C(C(=CC=C1)OCC(CN2CCN(CC2)C3=CC=CC=N3)O)C.Cl,1
CC1=C(C2=C(C=C1)C(=C(O2)C(=O)NC3=C(N(N(C3=O)C4=CC=CC=C4)C)C)C)C,1
CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.Cl,1
